project_name,Frequência,Descrição,is_ui
webpack-node-externals,2,,False
@lerna-lite/cli,2,,False
check-dependency-version-consistency,2,,False
@react-native/typescript-config,2,,False
@react-native-community/datetimepicker,2,,False
shell-utils,2,,False
ts-mockito,2,,False
docco,2,,False
gulp-filter,2,,False
lerna-changelog,2,,False
q,2,,False
shell-escape,2,,False
babel-preset-airbnb,2,,False
gitbook-cli,2,,False
react-freeze,2,,False
react-native-windows,2,,False
upath,2,,False
bootstrap-sass,2,,False
@react-navigation/material-top-tabs,2,,False
react-navigation-tabs,2,,False
anywhere,2,,False
react-clone-referenced-element,2,,False
react-timer-mixin,2,,False
eslint-config-expo,2,,False
@vue/shared,2,,False
react-native-mock,2,,False
@rollup/plugin-sucrase,2,,False
tslint-config-airbnb,2,,False
tslint-config-prettier,2,,False
tslint-react,2,,False
html-minifier,2,,False
stylelint-config-recommended-vue,2,,False
tempy,2,,False
expo-image,2,,False
@expo/webpack-config,2,,False
@expo/react-native-action-sheet,2,,False
react-native-safe-area-view,2,,False
path-to-regexp,2,,False
@react-native-community/slider,2,,False
@sindresorhus/slugify,2,,False
koa,2,,False
expo-asset,2,,False
@types/redux-logger,2,,False
react-native-config,2,,False
redux-actions,2,,False
vanilla-lazyload,2,,False
@react-native-community/async-storage,2,,False
react-native-image-crop-picker,2,,False
react-native-svg-transformer,2,,False
reactotron-react-native,2,,False
@typescript-eslint/typescript-estree,2,,False
minify,2,,False
prism-themes,2,,False
expo-yarn-workspaces,2,,False
@ionic-native/core,2,,False
@ionic-native/splash-screen,2,,False
@ionic-native/status-bar,2,,False
@ionic/angular,2,,False
@ionic/angular-toolkit,2,,False
faker,2,,False
react-navigation-drawer,2,,False
@unocss/eslint-config,2,,False
unplugin-vue-macros,2,,False
dependency-graph,2,,False
rollup-plugin-typescript,2,,False
react-native-swiper,2,,False
babel-plugin-transform-flow-strip-types,2,,False
prettier-plugin-jsdoc,2,,False
@istanbuljs/nyc-config-typescript,2,,False
mocha-lcov-reporter,2,,False
@emotion/jest,2,,False
jest-localstorage-mock,2,,False
react-element-to-jsx-string,2,,False
ci-info,2,,False
msw-storybook-addon,2,,False
cli-color,2,,False
electron-rebuild,2,,False
node-gyp,2,,False
tsc-watch,2,,False
hammerjs,2,,False
rollup-plugin-ignore,2,,False
dat.gui,2,,False
react-datetime,2,,False
grunt-banner,2,,False
grunt-browserify,2,,False
rollup-plugin-livereload,2,,False
live-server,2,,False
postcss-calc,2,,False
postcss-css-variables,2,,False
eslint-config-love,2,,False
figlet,2,,False
jquery-validation,2,,False
jvectormap,2,,False
tinymce,2,,False
@rollup/plugin-dynamic-import-vars,2,,False
node-machine-id,2,,False
@iconify/react,2,,False
@types/mime-types,2,,False
mobx-react-lite,2,,False
slate-hyperscript,2,,False
string-width,2,,False
babel-plugin-transform-define,2,,False
connect,2,,False
micromatch,2,,False
@types/sass,2,,False
@vue/reactivity,2,,False
@vue/runtime-dom,2,,False
miniprogram-api-typings,2,,False
@storybook/addon-webpack5-compiler-babel,2,,False
full-icu,2,,False
@nx/node,2,,False
emoji-regex,2,,False
get-stream,2,,False
kebab-case,2,,False
alpinejs,2,,False
choices.js,2,,False
rollup-plugin-polyfill-node,2,,False
gulp-cssmin,2,,False
p-series,2,,False
@commander-js/extra-typings,2,,False
bcrypt,2,,False
bencode,2,,False
create-torrent,2,,False
helmet,2,,False
ioredis,2,,False
parse-torrent,2,,False
@types/bcrypt,2,,False
@types/bencode,2,,False
@types/body-parser,2,,False
@types/create-torrent,2,,False
@types/fluent-ffmpeg,2,,False
@types/multer,2,,False
@types/supertest,2,,False
supertest,2,,False
@nuxt/kit,2,,False
@nuxt/module-builder,2,,False
@vueuse/head,2,,False
vue-github-button,2,,False
es6-error,2,,False
is-promise,2,,False
@babel/plugin-transform-flow-strip-types,2,,False
deep-equal,2,,False
lodash-webpack-plugin,2,,False
@homebridge/node-pty-prebuilt-multiarch,2,,False
croner,2,,False
mysql2,2,,False
express-session,2,,False
babel-plugin-react-transform,2,,False
phantomjs,2,,False
react-transform-catch-errors,2,,False
react-transform-hmr,2,,False
redbox-react,2,,False
redux-devtools,2,,False
jsonlint,2,,False
base64-js,2,,False
envinfo,2,,False
graceful-fs,2,,False
xcode,2,,False
time-grunt,2,,False
opencollective-postinstall,2,,False
concat,2,,False
optimize-js-plugin,2,,False
prerender-spa-plugin,2,,False
@svitejs/changesets-changelog-github-compact,2,,False
wireit,2,,False
babel-plugin-tester,2,,False
react-frame-component,2,,False
buble,2,,False
he,2,,False
colord,2,,False
cronstrue,2,,False
mathjs,2,,False
pino,2,,False
html-to-image,2,,False
keycloak-js,2,,False
vue2-ace-editor,2,,False
@jamescoyle/vue-icon,2,,False
ace-builds,2,,False
better-sqlite3,2,,False
electron-window-state,2,,False
@types/leaflet,2,,False
jest-fetch-mock,2,,False
@react-aria/utils,2,,False
react-aria,2,,False
react-stately,2,,False
screenfull,2,,False
svelte2tsx,2,,False
bip39,2,,False
eslint-plugin-no-only-tests,2,,False
jasmine-reporters,2,,False
@babel/plugin-transform-parameters,2,,False
nps-utils,2,,False
vinyl-fs,2,,False
react-native-router-flux,2,,False
@hello-pangea/dnd,2,,False
@tauri-apps/api,2,,False
@tauri-apps/cli,2,,False
watch,2,,False
file-save,2,,False
uppercamelcase,2,,False
eslint-plugin-import-x,2,,False
magic-string,2,,False
markdown-table,2,,False
countup.js,2,,False
jsvectormap,2,,False
@chakra-ui/cli,2,,False
@changesets/types,2,,False
eslint-config-react,2,,False
find-up,2,,False
@tanstack/config,2,,False
sherif,2,,False
js-calendar,2,,False
v-click-outside-x,2,,False
babel-plugin-transform-es5-property-mutators,2,,False
@react-types/shared,2,,False
@yarnpkg/types,2,,False
@react-stately/toggle,2,,False
lodash.isempty,2,,False
lodash.uniqueid,2,,False
use-sync-external-store,2,,False
@types/lodash.clonedeep,2,,False
@types/lodash.isempty,2,,False
@types/lodash.pick,2,,False
@types/d3-array,2,,False
@types/gulp-sourcemaps,2,,False
@types/loader-utils,2,,False
@types/vinyl,2,,False
chrome-remote-interface,2,,False
d3-array,2,,False
doctrine,2,,False
imports-loader,2,,False
loader-utils,2,,False
parse-diff,2,,False
satisfied,2,,False
weex-loader,2,,False
weex-vue-render,2,,False
exif-js,2,,False
karma-phantomjs-shim,2,,False
@sentry/vue,2,,False
rss-parser,2,,False
simple-icons,2,,False
v-tooltip,2,,False
@vue/cli-plugin-pwa,2,,False
vue-svg-loader,2,,False
@percy/cli,2,,False
chai-enzyme,2,,False
leven,2,,False
simulant,2,,False
react-fast-compare,2,,False
@storybook/addon-options,2,,False
@react-spring/web,2,,False
@docsearch/react,2,,False
@types/react-virtualized,2,,False
lorem-ipsum,2,,False
react-lottie,2,,False
p-map,2,,False
@types/raf,2,,False
eslint-config-turbo,2,,False
eslint-plugin-regexp,2,,False
react-dnd-test-backend,2,,False
gulp-uglifycss,2,,False
primeflex,2,,False
primeicons,2,,False
@docsearch/js,2,,False
babel-plugin-emotion,2,,False
node-polyfill-webpack-plugin,2,,False
nedb,2,,False
@types/prop-types,2,,False
react-native-shimmer-placeholder,2,,False
@nguniversal/builders,2,,False
filemanager-webpack-plugin,2,,False
@headlessui/tailwindcss,2,,False
@nuxtjs/tailwindcss,2,,False
@tailwindcss/aspect-ratio,2,,False
@vueuse/integrations,2,,False
@nuxt/eslint-config,2,,False
@nuxt/test-utils,2,,False
joi,2,,False
nuxt,2,,False
@clerk/localizations,2,,False
@clerk/nextjs,2,,False
@clerk/themes,2,,False
next-intl,2,,False
@storybook/addon-onboarding,2,,False
@storybook/nextjs,2,,False
drizzle-kit,2,,False
eslint-plugin-format,2,,False
fastdom,2,,False
postcss-flexbugs-fixes,2,,False
react-waypoint,2,,False
@babel/plugin-syntax-import-assertions,2,,False
@types/sinon-chai,2,,False
babel-plugin-require-context-hook,2,,False
svg-inline-loader,2,,False
@octokit/core,2,,False
gulp-json-editor,2,,False
map-stream,2,,False
@date-io/date-fns,2,,False
jsondiffpatch,2,,False
tar-stream,2,,False
diff,2,,False
@storybook/addon-styling-webpack,2,,False
@tiptap/extension-link,2,,False
@tiptap/extension-placeholder,2,,False
@types/sortablejs,2,,False
@vitest/coverage-c8,2,,False
@fastify/static,2,,False
fastify,2,,False
@types/passport-jwt,2,,False
stylis-plugin-rtl,2,,False
simplebar-react,2,,False
nuqs,2,,False
kleur,2,,False
@types/cookie-parser,2,,False
feedsub,2,,False
ress,2,,False
saxen,2,,False
@types/body-scroll-lock,2,,False
@vue/eslint-config-airbnb,2,,False
rollup-plugin-delete,2,,False
@tweenjs/tween.js,2,,False
stylelint-config-clean-order,2,,False
@stripe/react-stripe-js,2,,False
@stripe/stripe-js,2,,False
react-cropper,2,,False
workbox-precaching,2,,False
@tarojs/components,2,,False
@tarojs/plugin-platform-alipay,2,,False
@tarojs/plugin-platform-weapp,2,,False
@tarojs/react,2,,False
@tarojs/taro,2,,False
lite-server,2,,False
@supabase/supabase-js,2,,False
server-only,2,,False
vaul,2,,False
csurf,2,,False
exifr,2,,False
@types/csurf,2,,False
ngx-bootstrap,2,,False
ansi-colors,2,,False
@storybook/builder-vite,2,,False
vue-cli-plugin-vuetify,2,,False
vuetify-loader,2,,False
@material-ui/styles,2,,False
emotion-theming,2,,False
@splitbee/web,2,,False
directory-tree,2,,False
next-seo,2,,False
rollup-plugin-analyzer,2,,False
@parcel/core,2,,False
react-chartjs-2,2,,False
react-feather,2,,False
@tiptap/extension-bubble-menu,2,,False
@tiptap/extension-text-align,2,,False
@tiptap/extension-text-style,2,,False
@vue/babel-helper-vue-jsx-merge-props,2,,False
@manypkg/get-packages,2,,False
extract-zip,2,,False
material-ui,2,,False
react-tap-event-plugin,2,,False
@tailwindcss/line-clamp,2,,False
standard-changelog,2,,False
tdesign-icons-view,2,,False
tdesign-publish-cli,2,,False
tdesign-site-components,2,,False
vite-plugin-tdoc,2,,False
next-pwa,2,,False
react-html-parser,2,,False
react-resizable-panels,2,,False
react-docgen-typescript-loader,2,,False
eslint-formatter-pretty,2,,False
std-env,2,,False
jsonfile,2,,False
@types/jsonfile,2,,False
portal-vue,2,,False
next-sitemap,2,,False
aws-amplify,2,,False
jshint-stylish,2,,False
@mdx-js/rollup,2,,False
aframe-particle-system-component,2,,False
ng-zorro-antd-doc,1,,False
ng-zorro-antd-iframe,1,,False
ng-zorro-antd-lib,1,,False
playground,1,,False
playground-e2e,1,,False
docs,1,,False
theme,1,,False
auth,1,,False
date-fns,1,,False
eva-icons,1,,False
firebase-auth,1,,False
moment,1,,False
security,1,,False
devui,1,,False
devui-e2e,1,,False
devui-lib,1,,False
mdb-angular-ui-kit-free,1,,False
mdb-angular-ui-kit,1,,False
ng-zorro-antd-mobile,1,,False
ng-zorro-antd-mobile-e2e,1,,False
ng-zorro-antd-mobile-lib,1,,False
password-strength,1,,False
@angular-material-extensions/password-strength,1,,False
jhonline,1,,False
dspace-angular,1,,False
app-e2e,1,,False
primeng-library,1,,False
primeng,1,,False
@angular/flex-layout,1,,False
demo-app,1,,False
universal-demo-app,1,,False
pigallery2,1,,False
mamba-ui,1,,False
angular-split-app,1,,False
angular-split,1,,False
phing/phing,1,,False
squizlabs/php_codesniffer,1,,False
evert/phpdoc-md,1,,False
phpdocumentor/phpdocumentor,1,,False
pestphp/pest-plugin-faker,1,,False
fakerphp/faker,1,,False
laravel/breeze,1,,False
laravel/sail,1,,False
spatie/laravel-ignition,1,,False
laminas/laminas-coding-standard,1,,False
laminas/laminas-filter,1,,False
laminas/laminas-i18n,1,,False
laminas/laminas-servicemanager,1,,False
spatie/pest-plugin-snapshots,1,,False
spatie/phpunit-snapshot-assertions,1,,False
illuminate/support,1,,False
illuminate/routing,1,,False
vimeo/psalm,1,,False
friendsofphp/php-cs-fixer,1,,False
symfony/phpunit-bridge,1,,False
symfony/translation,1,,False
anourvalar/eloquent-serialize,1,,False
danharrin/livewire-rate-limiting,1,,False
filament/support,1,,False
larastan/larastan,1,,False
league/csv,1,,False
league/flysystem-aws-s3-v3,1,,False
nunomaduro/termwind,1,,False
openspout/openspout,1,,False
phpstan/extension-installer,1,,False
phpstan/phpstan,1,,False
rector/rector,1,,False
spatie/laravel-medialibrary,1,,False
spatie/laravel-ray,1,,False
spatie/laravel-tags,1,,False
staudenmeir/belongs-to-through,1,,False
staudenmeir/eloquent-has-many-deep,1,,False
symplify/monorepo-builder,1,,False
facade/ignition,1,,False
fzaninotto/faker,1,,False
pheromone/phpcs-security-audit,1,,False
react/child-process,1,,False
based/momentum-modal,1,,False
brick/varexporter,1,,False
spatie/laravel-package-tools,1,,False
stichoza/google-translate-php,1,,False
pusher/pusher-php-server,1,,False
spatie/laravel-webhook-client,1,,False
laminas/laminas-stdlib,1,,False
spatie/url,1,,False
symfony/config,1,,False
symfony/dependency-injection,1,,False
symfony/form,1,,False
symfony/framework-bundle,1,,False
symfony/http-kernel,1,,False
symfony/options-resolver,1,,False
symfony/property-access,1,,False
ext-mysqli,1,,False
ext-mbstring,1,,False
ext-libxml,1,,False
ext-dom,1,,False
ext-gmp,1,,False
fusion-cms/mx,1,,False
monolog/monolog,1,,False
ezyang/htmlpurifier,1,,False
smarty/smarty,1,,False
matthiasmullie/minify,1,,False
fusion-cms/auto-updater,1,,False
fusion-cms/rest-api-sdk-php,1,,False
chillerlan/php-qrcode,1,,False
laminas/laminas-escaper,1,,False
kint-php/kint,1,,False
composer-runtime-api,1,,False
fideloper/proxy,1,,False
fruitcake/laravel-cors,1,,False
laravel/legacy-factories,1,,False
spatie/laravel-permission,1,,False
phpmailer/phpmailer,1,,False
salsify/json-streaming-parser,1,,False
psr/http-message,1,,False
guzzlehttp/psr7,1,,False
symfony/console,1,,False
ext-pdo,1,,False
ext-simplexml,1,,False
ext-bcmath,1,,False
pinyin-pro,1,,False
react-text-loop-next,1,,False
@hi-ui/hi-build,1,,False
rollup-plugin-postcss-inject-to-css,1,,False
storybook-addon-deps,1,,False
storybook-addon-react-live-edit,1,,False
@ant-design/cssinjs-utils,1,,False
@ant-design/react-slick,1,,False
@rc-component/color-picker,1,,False
@rc-component/mutate-observer,1,,False
@rc-component/qrcode,1,,False
@rc-component/tour,1,,False
@rc-component/trigger,1,,False
rc-cascader,1,,False
rc-checkbox,1,,False
rc-collapse,1,,False
rc-drawer,1,,False
rc-dropdown,1,,False
rc-image,1,,False
rc-input,1,,False
rc-input-number,1,,False
rc-mentions,1,,False
rc-menu,1,,False
rc-motion,1,,False
rc-notification,1,,False
rc-pagination,1,,False
rc-picker,1,,False
rc-progress,1,,False
rc-rate,1,,False
rc-resize-observer,1,,False
rc-select,1,,False
rc-slider,1,,False
rc-steps,1,,False
rc-switch,1,,False
rc-table,1,,False
rc-tabs,1,,False
rc-tree,1,,False
rc-tree-select,1,,False
rc-upload,1,,False
@ant-design/compatible,1,,False
@ant-design/happy-work-theme,1,,False
@antv/g6,1,,False
@codecov/webpack-plugin,1,,False
@madccc/duplicate-package-checker-webpack-plugin,1,,False
@microflash/rehype-figure,1,,False
@npmcli/run-script,1,,False
@qixian.cs/github-contributors-list,1,,False
@types/ali-oss,1,,False
@types/cli-progress,1,,False
@types/http-server,1,,False
@types/isomorphic-fetch,1,,False
@types/jest-image-snapshot,1,,False
@types/pixelmatch,1,,False
@types/react-highlight-words,1,,False
@types/spinnies,1,,False
@types/throttle-debounce,1,,False
@types/warning,1,,False
antd-img-crop,1,,False
antd-token-previewer,1,,False
dekko,1,,False
dumi-plugin-color-chunk,1,,False
html2sketch,1,,False
jsonml-to-react-element,1,,False
jsonml.js,1,,False
lunar-typescript,1,,False
p-all,1,,False
rc-footer,1,,False
rc-tween-one,1,,False
rehype-stringify,1,,False
remark-lint,1,,False
remark-lint-no-undefined-references,1,,False
remark-preset-lint-recommended,1,,False
remark-rehype,1,,False
spinnies,1,,False
sylvanas,1,,False
vanilla-tilt,1,,False
gulp-convert-css-var,1,,False
picklog,1,,False
@emotion/unitless,1,,False
dom-align,1,,False
shallow-equal,1,,False
@babel/plugin-transform-member-expression-literals,1,,False
@babel/plugin-transform-property-literals,1,,False
@babel/plugin-transform-template-literals,1,,False
@types/compression,1,,False
@types/koa,1,,False
@types/lru-cache,1,,False
@types/postcss-load-config,1,,False
@webpack-cli/serve,1,,False
babel-plugin-inline-import-data-uri,1,,False
colorful,1,,False
duplicate-package-checker-webpack-plugin,1,,False
eslint-plugin-no-explicit-type-exports,1,,False
gulp-strip-code,1,,False
ignore-emit-webpack-plugin,1,,False
is-windows,1,,False
jsonp,1,,False
majo,1,,False
markdown-it-table-of-contents,1,,False
remark-yaml-config,1,,False
remove-files-webpack-plugin,1,,False
reqwest,1,,False
umi-request,1,,False
vue-clipboard2,1,,False
vue-drag-resize,1,,False
vue-infinite-scroll,1,,False
vue-request,1,,False
@documentalist/compiler,1,,False
@types/resolve,1,,False
babel-traverse,1,,False
camel-case,1,,False
cp-file,1,,False
karma-babel-preprocessor,1,,False
karma-typescript,1,,False
stylelint-selector-bem-pattern,1,,False
to-slug-case,1,,False
@stitches/core,1,,False
miniprogram-elder-transform,1,,False
@lit/react,1,,False
@shoelace-style/animations,1,,False
@shoelace-style/localize,1,,False
composed-offset-position,1,,False
qr-creator,1,,False
@web/test-runner-commands,1,,False
bootstrap-icons,1,,False
comment-parser,1,,False
custom-element-jet-brains-integration,1,,False
custom-element-vs-code-integration,1,,False
custom-element-vuejs-integration,1,,False
download,1,,False
eslint-plugin-chai-expect,1,,False
eslint-plugin-lit-a11y,1,,False
eslint-plugin-sort-imports-es6-autofix,1,,False
lunr,1,,False
markdown-it-ins,1,,False
markdown-it-kbd,1,,False
markdown-it-mark,1,,False
markdown-it-replace-it,1,,False
smartquotes,1,,False
strip-css-comments,1,,False
user-agent-data-types,1,,False
@gtm-support/vue-gtm,1,,False
@vuestic/compiler,1,,False
@vuestic/tailwind,1,,False
chartjs-chart-geo,1,,False
epic-spinners,1,,False
flag-icons,1,,False
medium-editor,1,,False
vue-chartjs,1,,False
vuestic-ui,1,,False
@types/medium-editor,1,,False
@eva-design/eva,1,,False
@eva-design/material,1,,False
@types/gulp-replace,1,,False
eslint-config-akveo,1,,False
@types/lodash.template,1,,False
crisp-sdk-web,1,,False
jotai,1,,False
react-icon-cloud,1,,False
schema-dts,1,,False
@content-collections/cli,1,,False
@content-collections/core,1,,False
@content-collections/mdx,1,,False
@content-collections/next,1,,False
rehype,1,,False
unist-builder,1,,False
ngx-quicklink,1,,False
@types/parse5,1,,False
cron-parser,1,,False
dagre,1,,False
dagre-compound,1,,False
karma-viewport,1,,False
@douyinfe/semi-site-banner,1,,False
@douyinfe/semi-site-doc-style,1,,False
@douyinfe/semi-site-header,1,,False
@douyinfe/semi-site-markdown-blocks,1,,False
@svgr/core,1,,False
@visactor/react-vchart,1,,False
@visactor/vchart-semi-theme,1,,False
gatsby-plugin-i18n,1,,False
gatsby-plugin-mdx,1,,False
gatsby-plugin-remove-serviceworker,1,,False
gatsby-plugin-svgr,1,,False
react-clipboard.js,1,,False
react-infinite-scroller,1,,False
react-inlinesvg,1,,False
react-lazyload,1,,False
react-scroll-parallax,1,,False
reset-css,1,,False
typeface-inconsolata,1,,False
typeface-inter,1,,False
wcag-color,1,,False
@shopify/jest-dom-mocks,1,,False
@types/enhanced-resolve,1,,False
eslint-config-jest-enzyme,1,,False
eslint-plugin-semi-design,1,,False
jest-mock-random,1,,False
react-dnd-cjs,1,,False
react-storybook-addon-props-combinations,1,,False
sha1,1,,False
storybook-addon-turbo-build,1,,False
keycode,1,,False
jest-css-modules,1,,False
parcel-plugin-vue,1,,False
@angular/fire,1,,False
eva-icons,1,,False
pace-js,1,,False
rxfire,1,,False
@types/highlight.js,1,,False
browserstack-local,1,,False
colors.js,1,,False
jasmine-fail-fast,1,,False
antblazor.js-ts.tests,1,,False
@types/es6-promise,1,,False
eslint-config-semistandard,1,,False
tsify,1,,False
ase-utils,1,,False
@arco-design/color,1,,False
b-tween,1,,False
b-validate,1,,False
compute-scroll-into-view,1,,False
react-focus-lock,1,,False
@types/shallowequal,1,,False
arco-scripts,1,,False
nunjucks,1,,False
stylelint-value-no-unknown-custom-properties,1,,False
@babel/plugin-transform-react-jsx-self,1,,False
@types/react-datepicker,1,,False
acorn-jsx,1,,False
enhanced-resolve,1,,False
eslint-plugin-gestalt,1,,False
eslint-plugin-validate-jsx-nesting,1,,False
jest-fail-on-console,1,,False
lottie-react,1,,False
react-lazy-hydration,1,,False
shellcheck,1,,False
slugify,1,,False
sucrase,1,,False
@material-design-icons/svg,1,,False
@types/clean-css,1,,False
@vscode/vsce,1,,False
custom-elements-manifest,1,,False
minify-html-literals,1,,False
pretender,1,,False
vscode-css-languageservice,1,,False
vscode-html-languageservice,1,,False
vite-plugin-banner,1,,False
@types/signale,1,,False
signale,1,,False
@types/babel-generator,1,,False
@types/babel-types,1,,False
@types/babylon,1,,False
@types/eslint-plugin-prettier,1,,False
@vue/server-test-utils,1,,False
aesir-cli,1,,False
babel-generator,1,,False
babelrc-rollup,1,,False
babylon,1,,False
cz-mand-mobile-changelog,1,,False
dependency-tree,1,,False
eslint-config-aesir-mandatory,1,,False
eslint-config-aesir-recommand,1,,False
git-user-email,1,,False
git-user-name,1,,False
gulp-base64,1,,False
gulp-preprocess,1,,False
gulp-stylus,1,,False
jest-svg-sprite-loader,1,,False
nib,1,,False
postcss-pixel-to-viewport,1,,False
poststylus,1,,False
rollup-plugin-glob-import,1,,False
rollup-plugin-image,1,,False
rollup-plugin-import-alias,1,,False
rollup-plugin-inject,1,,False
rollup-plugin-stylus-css-modules,1,,False
rollup-plugin-template-html,1,,False
vueify,1,,False
react-native-material-design-styles,1,,False
@bluelovers/auto1111-pnginfo,1,,False
@icons-pack/react-simple-icons,1,,False
@lobehub/ui,1,,False
@rollup/rollup-win32-x64-msvc,1,,False
i18next-http-backend,1,,False
modern-screenshot,1,,False
react-layout-kit,1,,False
react-rnd,1,,False
react-tag-input,1,,False
split-smartly2,1,,False
url-join,1,,False
zustand-utils,1,,False
@lobehub/lint,1,,False
@types/react-tag-input,1,,False
@radix-ui/colors,1,,False
@radix-ui/react-menu,1,,False
@radix-ui/react-portal,1,,False
@radix-ui/react-toggle,1,,False
@radix-ui/react-use-layout-effect,1,,False
@stitches/react,1,,False
colorjs.io,1,,False
@types/bezier-easing,1,,False
bezier-easing,1,,False
react-bezier-curve-editor,1,,False
postcss-safe-parser,1,,False
vue-lodash,1,,False
eslint-plugin-es5,1,,False
theo,1,,False
vue-styleguidist,1,,False
webpack-merge-and-include-globally,1,,False
formidable,1,,False
@devui-design/icons,1,,False
gridstack,1,,False
css-vars-ponyfill,1,,False
synckit,1,,False
postcss-combine-duplicated-selectors,1,,False
postcss-sort-media-queries,1,,False
@types/bun,1,,False
react-just-parallax,1,,False
scroll-lock,1,,False
@wedges/eslint-config,1,,False
@radix-ui/react-visually-hidden,1,,False
css-minify,1,,False
embla-carousel-class-names,1,,False
next-nprogress-bar,1,,False
prettier-plugin-css-order,1,,False
remark-toc,1,,False
@fontsource-variable/rubik,1,,False
@lit-labs/react,1,,False
@open-wc/form-control,1,,False
@open-wc/form-helpers,1,,False
element-internals-polyfill,1,,False
@commitlint/prompt-cli,1,,False
@storybook/jest,1,,False
@storybook/web-components-vite,1,,False
@trendyol/baklava-icons,1,,False
esbuild-plugin-lit-css,1,,False
rollup-plugin-lit-css,1,,False
ts-lit-plugin,1,,False
@solidjs/testing-library,1,,False
@storybook/addon-postcss,1,,False
@ls-lint/ls-lint,1,,False
better-scripts,1,,False
@angular/pwa,1,,False
antd-mobile-demo-data,1,,False
ng-zorro-antd,1,,False
ngx-color,1,,False
prettier-plugin-package,1,,False
eslint-config-standard-react,1,,False
microbundle-crl,1,,False
material-components-web,1,,False
@csstools/normalize.css,1,,False
balm,1,,False
sanitize.css,1,,False
dot-prop-immutable,1,,False
gatsby-plugin-material-ui,1,,False
gatsby-plugin-root-import,1,,False
mdi-material-ui,1,,False
@types/codemirror,1,,False
@types/dot-prop-immutable,1,,False
@types/webfontloader,1,,False
@arco-design/transformable,1,,False
@types/lodash.throttle,1,,False
eslint-plugin-arco-mobile,1,,False
vconsole-webpack-plugin,1,,False
vite-plugin-externals,1,,False
@floating-ui/react-dom,1,,False
@floating-ui/react-dom-interactions,1,,False
esbuild-node-externals,1,,False
esbuild-plugin-svgr,1,,False
rollup-plugin-babel-minify,1,,False
@compositor/logo,1,,False
cxs,1,,False
dxs,1,,False
src,1,,False
@github/hotkey,1,,False
email-validator,1,,False
inline-assets,1,,False
json-form-data,1,,False
parcel-plugin-svelte,1,,False
remarkable,1,,False
remarkable-numl,1,,False
@mdi/light-js,1,,False
react-form-validator-core,1,,False
com.unity.xr.interaction.toolkit,1,,False
com.unity.textmeshpro,1,,False
ant-design-vue,1,,False
vue3-colorpicker,1,,False
@types/md5,1,,False
@types/style-inject,1,,False
rollup-plugin-gzip,1,,False
@workday/canvas-accent-icons-web,1,,False
@workday/canvas-applet-icons-web,1,,False
@workday/canvas-system-icons-web,1,,False
@workday/canvas-tokens-web,1,,False
@cypress/webpack-preprocessor,1,,False
@emotion/eslint-plugin,1,,False
@emotion/is-prop-valid,1,,False
@types/cypress-axe,1,,False
@types/emoji-js,1,,False
@types/markdown-to-jsx,1,,False
@types/stylis,1,,False
conventional-changelog-conventionalcommits,1,,False
cypress-keyboard-plugin,1,,False
cypress-pipe,1,,False
cypress-storybook,1,,False
emoji-js,1,,False
eslint-plugin-react-ssr,1,,False
eslint-plugin-workday-custom-rules,1,,False
github-markdown-css,1,,False
@auto-it/npm,1,,False
@auto-it/omit-commits,1,,False
@bolt/testing-utils,1,,False
@slack/webhook,1,,False
ci-utils,1,,False
conf,1,,False
find-pkg,1,,False
github-deploy-status,1,,False
@angular-material-extensions/pages,1,,False
@angular/flex-layout,1,,False
@angular-devkit/build-ng-packagr,1,,False
eslint-plugin-vitest,1,,False
rollup-plugin-typescript-paths,1,,False
vitepress-plugin-mermaid,1,,False
vitest-github-actions-reporter,1,,False
component-classes,1,,False
css-animation,1,,False
dom-closest,1,,False
enquire.js,1,,False
intersperse,1,,False
is-negative-zero,1,,False
mini-store,1,,False
omit.js,1,,False
rc-animate,1,,False
rc-trigger,1,,False
react-dom-factories,1,,False
rmc-feedback,1,,False
@babel/plugin-proposal-json-strings,1,,False
@babel/plugin-proposal-numeric-separator,1,,False
@types/video.js,1,,False
babel-standalone,1,,False
create-react-context,1,,False
lottie-web,1,,False
react-svg-loader,1,,False
report-url,1,,False
webpack5,1,,False
jest-vue-preprocessor,1,,False
react-native-flex-layout,1,,False
react-native-window-size,1,,False
pwstabs,1,,False
select2-bootstrap-theme,1,,False
twbs-pagination,1,,False
proxy-agent,1,,False
git-url-parse,1,,False
webex,1,,False
@cerner/browserslist-config-terra,1,,False
@cerner/eslint-config-terra,1,,False
@cerner/jest-config-terra,1,,False
@cerner/package-json-lint,1,,False
@cerner/package-json-lint-config-terra,1,,False
@cerner/stylelint-config-terra,1,,False
@cerner/terra-aggregate-translations,1,,False
@cerner/terra-cli,1,,False
@cerner/terra-dev-site,1,,False
@cerner/terra-functional-testing,1,,False
@cerner/terra-open-source-scripts,1,,False
@cerner/webpack-config-terra,1,,False
terra-enzyme-intl,1,,False
react-burger-menu,1,,False
react-svg-line-chart,1,,False
simple-flexbox,1,,False
react-collapsible-content,1,,False
@mdx-js/runtime,1,,False
disqus-react,1,,False
theme-ui,1,,False
@viclafouch/eslint-config-viclafouch,1,,False
vite-aliases,1,,False
angular-font-awesome,1,,False
rxjs-tslint,1,,False
tsickle,1,,False
tslint-sonarts,1,,False
@compodoc/gulp-compodoc,1,,False
angular2-template-loader,1,,False
commitplease,1,,False
greenkeeper-lockfile,1,,False
gulp-conventional-changelog,1,,False
